STATE/UT,Year,CAUSE,Male,Female,Total
RAJASTHAN,2008,Total Tempo/Vans,258,50,308
RAJASTHAN,2008,Total Jeep,1065,206,1271
RAJASTHAN,2008,Total Car,453,88,541
RAJASTHAN,2009,Truck/Lorry (Government),21,0,21
RAJASTHAN,2009,Truck/Lorry (Private),1632,188,1820
RAJASTHAN,2009,Bus (Government),80,24,104
RAJASTHAN,2009,Bus (Private),505,111,616
RAJASTHAN,2009,Tempo/Vans (Government),2,0,2
RAJASTHAN,2009,Tempo/Vans (Private),152,40,192
RAJASTHAN,2009,Jeep (Government),13,2,15
RAJASTHAN,2009,Jeep (Private),1138,237,1375
RAJASTHAN,2009,Car (Government),2,0,2
RAJASTHAN,2009,Car (Private),392,110,502
RAJASTHAN,2009,Three Wheeler,236,54,290
RAJASTHAN,2009,Two Wheeler,1505,169,1674
RAJASTHAN,2009,Bicycle,91,12,103
RAJASTHAN,2009,Pedestrian,478,137,615
RAJASTHAN,2009,Others (Please Specify),1476,238,1714
RAJASTHAN,2009,Total Deaths (Persons),7723,1322,9045
RAJASTHAN,2009,Total Truck/Lorry,1653,188,1841
RAJASTHAN,2009,Total Bus,585,135,720
RAJASTHAN,2009,Total Tempo/Vans,154,40,194
RAJASTHAN,2009,Total Jeep,1151,239,1390
RAJASTHAN,2009,Total Car,394,110,504
RAJASTHAN,2010,Truck/Lorry (Government),1,0,1
RAJASTHAN,2010,Truck/Lorry (Private),1525,110,1635
RAJASTHAN,2010,Bus (Government),75,15,90
RAJASTHAN,2010,Bus (Private),522,145,667
RAJASTHAN,2010,Tempo/Vans (Government),7,1,8
RAJASTHAN,2010,Tempo/Vans (Private),253,53,306
RAJASTHAN,2010,Jeep (Government),4,0,4
RAJASTHAN,2010,Jeep (Private),1096,212,1308
RAJASTHAN,2010,Car (Government),8,5,13
RAJASTHAN,2010,Car (Private),525,109,634
RAJASTHAN,2010,Three Wheeler,179,44,223
RAJASTHAN,2010,Two Wheeler,1795,198,1993
RAJASTHAN,2010,Bicycle,124,8,132
RAJASTHAN,2010,Pedestrian,715,177,892
RAJASTHAN,2010,Others (Please Specify),1116,141,1257
RAJASTHAN,2010,Total Deaths (Persons),7945,1218,9163
RAJASTHAN,2010,Total Truck/Lorry,1526,110,1636
RAJASTHAN,2010,Total Bus,597,160,757
RAJASTHAN,2010,Total Tempo/Vans,260,54,314
RAJASTHAN,2010,Total Jeep,1100,212,1312
RAJASTHAN,2010,Total Car,533,114,647
RAJASTHAN,2011,Truck/Lorry (Government),59,9,68
RAJASTHAN,2011,Truck/Lorry (Private),1457,91,1548
RAJASTHAN,2011,Bus (Government),61,14,75
RAJASTHAN,2011,Bus (Private),529,112,641
RAJASTHAN,2011,Tempo/Vans (Government),0,0,0
RAJASTHAN,2011,Tempo/Vans (Private),215,49,264
RAJASTHAN,2011,Jeep (Government),0,0,0
RAJASTHAN,2011,Jeep (Private),1184,227,1411
RAJASTHAN,2011,Car (Government),1,0,1
RAJASTHAN,2011,Car (Private),614,137,751
RAJASTHAN,2011,Three Wheeler,201,32,233
RAJASTHAN,2011,Two Wheeler,1731,266,1997
RAJASTHAN,2011,Bicycle,126,7,133
RAJASTHAN,2011,Pedestrian,752,174,926
RAJASTHAN,2011,Others (Please Specify),1048,136,1184
RAJASTHAN,2011,Total Deaths (Persons),7978,1254,9232
RAJASTHAN,2011,Total Truck/Lorry,1516,100,1616
RAJASTHAN,2011,Total Bus,590,126,716
RAJASTHAN,2011,Total Tempo/Vans,215,49,264
RAJASTHAN,2011,Total Jeep,1184,227,1411
RAJASTHAN,2011,Total Car,615,137,752
RAJASTHAN,2012,Truck/Lorry (Government),6,2,8
RAJASTHAN,2012,Truck/Lorry (Private),1391,117,1508
RAJASTHAN,2012,Bus (Government),118,28,146
RAJASTHAN,2012,Bus (Private),561,118,679
RAJASTHAN,2012,Tempo/Vans (Government),2,0,2
RAJASTHAN,2012,Tempo/Vans (Private),159,29,188
RAJASTHAN,2012,Jeep (Government),5,0,5
RAJASTHAN,2012,Jeep (Private),1137,209,1346
RAJASTHAN,2012,Car (Government),4,0,4
RAJASTHAN,2012,Car (Private),654,133,787
RAJASTHAN,2012,Three Wheeler,150,32,182
RAJASTHAN,2012,Two Wheeler,1918,278,2196
RAJASTHAN,2012,Bicycle,111,8,119
RAJASTHAN,2012,Pedestrian,871,211,1082
RAJASTHAN,2012,Others (Please Specify),1130,146,1276
RAJASTHAN,2012,Total Deaths (Persons),8217,1311,9528
RAJASTHAN,2012,Total Truck/Lorry,1397,119,1516
RAJASTHAN,2012,Total Bus,679,146,825
RAJASTHAN,2012,Total Tempo/Vans,161,29,190
RAJASTHAN,2012,Total Jeep,1142,209,1351
RAJASTHAN,2012,Total Car,658,133,791
SIKKIM,2001,Truck/Lorry (Government),3,0,3
SIKKIM,2001,Truck/Lorry (Private),4,0,4
SIKKIM,2001,Bus (Government),0,0,0
SIKKIM,2001,Bus (Private),0,0,0
SIKKIM,2001,Tempo/Vans (Government),0,0,0
SIKKIM,2001,Tempo/Vans (Private),1,0,1
SIKKIM,2001,Jeep (Government),5,0,5
SIKKIM,2001,Jeep (Private),19,9,28
SIKKIM,2001,Car (Government),0,0,0
SIKKIM,2001,Car (Private),3,0,3
SIKKIM,2001,Three Wheeler,0,0,0
SIKKIM,2001,Two Wheeler,1,0,1
SIKKIM,2001,Bicycle,0,0,0
SIKKIM,2001,Pedestrian,0,0,0
SIKKIM,2001,Others (Please Specify),0,0,0
SIKKIM,2001,Total Deaths (Persons),36,9,45
SIKKIM,2001,Total Truck/Lorry,7,0,7
SIKKIM,2001,Total Bus,0,0,0
SIKKIM,2001,Total Tempo/Vans,1,0,1
SIKKIM,2001,Total Jeep,24,9,33
SIKKIM,2001,Total Car,3,0,3
SIKKIM,2002,Truck/Lorry (Government),1,5,6
SIKKIM,2002,Truck/Lorry (Private),1,0,1
SIKKIM,2002,Bus (Government),0,0,0
SIKKIM,2002,Bus (Private),0,0,0
SIKKIM,2002,Tempo/Vans (Government),0,0,0
SIKKIM,2002,Tempo/Vans (Private),3,0,3
SIKKIM,2002,Jeep (Government),14,0,14
SIKKIM,2002,Jeep (Private),10,10,20
SIKKIM,2002,Car (Government),0,0,0
SIKKIM,2002,Car (Private),0,0,0
SIKKIM,2002,Three Wheeler,0,0,0
SIKKIM,2002,Two Wheeler,2,0,2
SIKKIM,2002,Bicycle,0,0,0
SIKKIM,2002,Pedestrian,2,1,3
SIKKIM,2002,Others (Please Specify),2,4,6
SIKKIM,2002,Total Deaths (Persons),35,20,55
SIKKIM,2002,Total Truck/Lorry,2,5,7
SIKKIM,2002,Total Bus,0,0,0
SIKKIM,2002,Total Tempo/Vans,3,0,3
SIKKIM,2002,Total Jeep,24,10,34
SIKKIM,2002,Total Car,0,0,0
SIKKIM,2003,Truck/Lorry (Government),0,0,0
SIKKIM,2003,Truck/Lorry (Private),3,2,5
SIKKIM,2003,Bus (Government),0,0,0
SIKKIM,2003,Bus (Private),0,0,0
SIKKIM,2003,Tempo/Vans (Government),0,0,0
SIKKIM,2003,Tempo/Vans (Private),0,0,0
SIKKIM,2003,Jeep (Government),0,0,0
SIKKIM,2003,Jeep (Private),21,8,29
SIKKIM,2003,Car (Government),0,0,0
SIKKIM,2003,Car (Private),2,0,2
SIKKIM,2003,Three Wheeler,0,0,0
SIKKIM,2003,Two Wheeler,2,0,2
SIKKIM,2003,Bicycle,0,0,0
SIKKIM,2003,Pedestrian,2,0,2
SIKKIM,2003,Others (Please Specify),0,0,0
SIKKIM,2003,Total Deaths (Persons),30,10,40
SIKKIM,2003,Total Truck/Lorry,3,2,5
SIKKIM,2003,Total Bus,0,0,0
SIKKIM,2003,Total Tempo/Vans,0,0,0
SIKKIM,2003,Total Jeep,21,8,29
SIKKIM,2003,Total Car,2,0,2
SIKKIM,2004,Truck/Lorry (Government),0,0,0
SIKKIM,2004,Truck/Lorry (Private),3,0,3
SIKKIM,2004,Bus (Government),0,0,0
SIKKIM,2004,Bus (Private),0,0,0
SIKKIM,2004,Tempo/Vans (Government),0,0,0
SIKKIM,2004,Tempo/Vans (Private),1,1,2
SIKKIM,2004,Jeep (Government),0,0,0
SIKKIM,2004,Jeep (Private),31,12,43
SIKKIM,2004,Car (Government),0,0,0
SIKKIM,2004,Car (Private),0,0,0
SIKKIM,2004,Three Wheeler,0,0,0
SIKKIM,2004,Two Wheeler,3,0,3
SIKKIM,2004,Bicycle,0,0,0
SIKKIM,2004,Pedestrian,0,0,0
SIKKIM,2004,Others (Please Specify),0,0,0
SIKKIM,2004,Total Deaths (Persons),38,13,51
SIKKIM,2004,Total Truck/Lorry,3,0,3
SIKKIM,2004,Total Bus,0,0,0
SIKKIM,2004,Total Tempo/Vans,1,1,2
SIKKIM,2004,Total Jeep,31,12,43
SIKKIM,2004,Total Car,0,0,0
SIKKIM,2005,Truck/Lorry (Government),0,0,0
SIKKIM,2005,Truck/Lorry (Private),17,2,19
SIKKIM,2005,Bus (Government),0,0,0
SIKKIM,2005,Bus (Private),0,0,0
SIKKIM,2005,Tempo/Vans (Government),0,0,0
SIKKIM,2005,Tempo/Vans (Private),2,0,2
SIKKIM,2005,Jeep (Government),0,0,0
SIKKIM,2005,Jeep (Private),43,7,50
SIKKIM,2005,Car (Government),0,0,0
SIKKIM,2005,Car (Private),0,2,2
SIKKIM,2005,Three Wheeler,0,0,0
SIKKIM,2005,Two Wheeler,1,0,1
SIKKIM,2005,Bicycle,0,0,0
SIKKIM,2005,Pedestrian,1,1,2
SIKKIM,2005,Others (Please Specify),1,0,1
SIKKIM,2005,Total Deaths (Persons),65,12,77
SIKKIM,2005,Total Truck/Lorry,17,2,19
SIKKIM,2005,Total Bus,0,0,0
SIKKIM,2005,Total Tempo/Vans,2,0,2
SIKKIM,2005,Total Jeep,43,7,50
SIKKIM,2005,Total Car,0,2,2
SIKKIM,2006,Truck/Lorry (Government),0,0,0
SIKKIM,2006,Truck/Lorry (Private),20,2,22
SIKKIM,2006,Bus (Government),15,17,32
SIKKIM,2006,Bus (Private),0,0,0
SIKKIM,2006,Tempo/Vans (Government),0,0,0
SIKKIM,2006,Tempo/Vans (Private),0,0,0
SIKKIM,2006,Jeep (Government),0,0,0
SIKKIM,2006,Jeep (Private),19,9,28
SIKKIM,2006,Car (Government),0,0,0
SIKKIM,2006,Car (Private),5,1,6
SIKKIM,2006,Three Wheeler,0,0,0
SIKKIM,2006,Two Wheeler,0,0,0
SIKKIM,2006,Bicycle,0,0,0
SIKKIM,2006,Pedestrian,0,0,0
SIKKIM,2006,Others (Please Specify),0,0,0
SIKKIM,2006,Total Deaths (Persons),59,29,88
SIKKIM,2006,Total Truck/Lorry,20,2,22
SIKKIM,2006,Total Bus,15,17,32
SIKKIM,2006,Total Tempo/Vans,0,0,0
SIKKIM,2006,Total Jeep,19,9,28
SIKKIM,2006,Total Car,5,1,6
SIKKIM,2007,Truck/Lorry (Government),0,0,0
SIKKIM,2007,Truck/Lorry (Private),9,1,10
SIKKIM,2007,Bus (Government),10,3,13
SIKKIM,2007,Bus (Private),0,0,0
SIKKIM,2007,Tempo/Vans (Government),0,0,0
SIKKIM,2007,Tempo/Vans (Private),0,0,0
SIKKIM,2007,Jeep (Government),0,0,0
SIKKIM,2007,Jeep (Private),10,4,14
SIKKIM,2007,Car (Government),0,0,0
SIKKIM,2007,Car (Private),3,3,6
SIKKIM,2007,Three Wheeler,0,0,0
SIKKIM,2007,Two Wheeler,2,0,2
SIKKIM,2007,Bicycle,0,0,0
SIKKIM,2007,Pedestrian,0,0,0
SIKKIM,2007,Others (Please Specify),6,1,7
SIKKIM,2007,Total Deaths (Persons),40,12,52
SIKKIM,2007,Total Truck/Lorry,9,1,10
SIKKIM,2007,Total Bus,10,3,13
SIKKIM,2007,Total Tempo/Vans,0,0,0
SIKKIM,2007,Total Jeep,10,4,14
SIKKIM,2007,Total Car,3,3,6
SIKKIM,2008,Truck/Lorry (Government),0,0,0
SIKKIM,2008,Truck/Lorry (Private),10,0,10
SIKKIM,2008,Bus (Government),0,0,0
SIKKIM,2008,Bus (Private),0,0,0
SIKKIM,2008,Tempo/Vans (Government),0,0,0
SIKKIM,2008,Tempo/Vans (Private),0,0,0
SIKKIM,2008,Jeep (Government),0,0,0
SIKKIM,2008,Jeep (Private),0,0,0
SIKKIM,2008,Car (Government),0,0,0
SIKKIM,2008,Car (Private),0,0,0
SIKKIM,2008,Three Wheeler,0,0,0
SIKKIM,2008,Two Wheeler,1,0,1
SIKKIM,2008,Bicycle,0,0,0
SIKKIM,2008,Pedestrian,0,0,0
SIKKIM,2008,Others (Please Specify),56,12,68
SIKKIM,2008,Total Deaths (Persons),67,12,79
SIKKIM,2008,Total Truck/Lorry,10,0,10
SIKKIM,2008,Total Bus,0,0,0
SIKKIM,2008,Total Tempo/Vans,0,0,0
SIKKIM,2008,Total Jeep,0,0,0
SIKKIM,2008,Total Car,0,0,0
SIKKIM,2009,Truck/Lorry (Government),0,0,0
SIKKIM,2009,Truck/Lorry (Private),1,0,1
SIKKIM,2009,Bus (Government),0,0,0
SIKKIM,2009,Bus (Private),0,0,0
SIKKIM,2009,Tempo/Vans (Government),0,0,0
SIKKIM,2009,Tempo/Vans (Private),0,0,0
SIKKIM,2009,Jeep (Government),0,0,0
SIKKIM,2009,Jeep (Private),42,40,82
SIKKIM,2009,Car (Government),0,0,0
SIKKIM,2009,Car (Private),2,0,2
SIKKIM,2009,Three Wheeler,0,0,0
SIKKIM,2009,Two Wheeler,0,0,0
SIKKIM,2009,Bicycle,0,0,0
SIKKIM,2009,Pedestrian,1,0,1
SIKKIM,2009,Others (Please Specify),1,0,1
SIKKIM,2009,Total Deaths (Persons),47,40,87
SIKKIM,2009,Total Truck/Lorry,1,0,1
SIKKIM,2009,Total Bus,0,0,0
SIKKIM,2009,Total Tempo/Vans,0,0,0
SIKKIM,2009,Total Jeep,42,40,82
SIKKIM,2009,Total Car,2,0,2
SIKKIM,2010,Truck/Lorry (Government),0,0,0
SIKKIM,2010,Truck/Lorry (Private),0,0,0
SIKKIM,2010,Bus (Government),0,0,0
SIKKIM,2010,Bus (Private),0,0,0
SIKKIM,2010,Tempo/Vans (Government),0,0,0
SIKKIM,2010,Tempo/Vans (Private),0,0,0
SIKKIM,2010,Jeep (Government),0,0,0
SIKKIM,2010,Jeep (Private),52,14,66
SIKKIM,2010,Car (Government),0,0,0
SIKKIM,2010,Car (Private),3,2,5
SIKKIM,2010,Three Wheeler,0,0,0
SIKKIM,2010,Two Wheeler,0,0,0
SIKKIM,2010,Bicycle,0,0,0
SIKKIM,2010,Pedestrian,0,0,0
SIKKIM,2010,Others (Please Specify),0,0,0
SIKKIM,2010,Total Deaths (Persons),55,16,71
SIKKIM,2010,Total Truck/Lorry,0,0,0
SIKKIM,2010,Total Bus,0,0,0
SIKKIM,2010,Total Tempo/Vans,0,0,0
SIKKIM,2010,Total Jeep,52,14,66
SIKKIM,2010,Total Car,3,2,5
SIKKIM,2011,Truck/Lorry (Government),0,0,0
SIKKIM,2011,Truck/Lorry (Private),2,2,4
SIKKIM,2011,Bus (Government),0,0,0
SIKKIM,2011,Bus (Private),0,0,0
SIKKIM,2011,Tempo/Vans (Government),0,0,0
SIKKIM,2011,Tempo/Vans (Private),0,0,0
SIKKIM,2011,Jeep (Government),0,0,0
SIKKIM,2011,Jeep (Private),82,15,97
SIKKIM,2011,Car (Government),0,0,0
SIKKIM,2011,Car (Private),3,2,5
SIKKIM,2011,Three Wheeler,0,0,0
SIKKIM,2011,Two Wheeler,0,0,0
SIKKIM,2011,Bicycle,0,0,0
SIKKIM,2011,Pedestrian,0,0,0
SIKKIM,2011,Others (Please Specify),0,0,0
SIKKIM,2011,Total Deaths (Persons),87,19,106
SIKKIM,2011,Total Truck/Lorry,2,2,4
SIKKIM,2011,Total Bus,0,0,0
SIKKIM,2011,Total Tempo/Vans,0,0,0
SIKKIM,2011,Total Jeep,82,15,97
SIKKIM,2011,Total Car,3,2,5
SIKKIM,2012,Truck/Lorry (Government),0,0,0
SIKKIM,2012,Truck/Lorry (Private),10,3,13
SIKKIM,2012,Bus (Government),0,0,0
SIKKIM,2012,Bus (Private),0,0,0
SIKKIM,2012,Tempo/Vans (Government),0,0,0
SIKKIM,2012,Tempo/Vans (Private),2,0,2
SIKKIM,2012,Jeep (Government),3,1,4
SIKKIM,2012,Jeep (Private),19,2,21
SIKKIM,2012,Car (Government),0,0,0
SIKKIM,2012,Car (Private),2,0,2
SIKKIM,2012,Three Wheeler,0,0,0
SIKKIM,2012,Two Wheeler,1,0,1
SIKKIM,2012,Bicycle,0,1,1
SIKKIM,2012,Pedestrian,0,0,0
SIKKIM,2012,Others (Please Specify),0,0,0
SIKKIM,2012,Total Deaths (Persons),37,7,44
SIKKIM,2012,Total Truck/Lorry,10,3,13
SIKKIM,2012,Total Bus,0,0,0
SIKKIM,2012,Total Tempo/Vans,2,0,2
SIKKIM,2012,Total Jeep,22,3,25
SIKKIM,2012,Total Car,2,0,2
TAMIL NADU,2001,Truck/Lorry (Government),5,2,7
TAMIL NADU,2001,Truck/Lorry (Private),2819,380,3199
TAMIL NADU,2001,Bus (Government),1251,235,1486
TAMIL NADU,2001,Bus (Private),603,156,759
TAMIL NADU,2001,Tempo/Vans (Government),29,5,34
TAMIL NADU,2001,Tempo/Vans (Private),839,230,1069
TAMIL NADU,2001,Jeep (Government),22,8,30
TAMIL NADU,2001,Jeep (Private),173,40,213
TAMIL NADU,2001,Car (Government),37,1,38
TAMIL NADU,2001,Car (Private),511,163,674
TAMIL NADU,2001,Three Wheeler,168,33,201
TAMIL NADU,2001,Two Wheeler,871,174,1045
TAMIL NADU,2001,Bicycle,81,31,112
TAMIL NADU,2001,Pedestrian,93,87,180
TAMIL NADU,2001,Others (Please Specify),372,152,524
TAMIL NADU,2001,Total Deaths (Persons),7874,1697,9571
TAMIL NADU,2001,Total Truck/Lorry,2824,382,3206
TAMIL NADU,2001,Total Bus,1854,391,2245
TAMIL NADU,2001,Total Tempo/Vans,868,235,1103
TAMIL NADU,2001,Total Jeep,195,48,243
TAMIL NADU,2001,Total Car,548,164,712
TAMIL NADU,2002,Truck/Lorry (Government),33,9,42
TAMIL NADU,2002,Truck/Lorry (Private),2631,425,3056
TAMIL NADU,2002,Bus (Government),1229,205,1434
TAMIL NADU,2002,Bus (Private),708,192,900
TAMIL NADU,2002,Tempo/Vans (Government),6,6,12
TAMIL NADU,2002,Tempo/Vans (Private),807,190,997
TAMIL NADU,2002,Jeep (Government),14,3,17
TAMIL NADU,2002,Jeep (Private),130,29,159
TAMIL NADU,2002,Car (Government),25,12,37
TAMIL NADU,2002,Car (Private),755,171,926
TAMIL NADU,2002,Three Wheeler,215,38,253
TAMIL NADU,2002,Two Wheeler,1110,74,1184
TAMIL NADU,2002,Bicycle,167,16,183
TAMIL NADU,2002,Pedestrian,335,92,427
TAMIL NADU,2002,Others (Please Specify),266,46,312
TAMIL NADU,2002,Total Deaths (Persons),8431,1508,9939
TAMIL NADU,2002,Total Truck/Lorry,2664,434,3098
TAMIL NADU,2002,Total Bus,1937,397,2334
TAMIL NADU,2002,Total Tempo/Vans,813,196,1009
TAMIL NADU,2002,Total Jeep,144,32,176
TAMIL NADU,2002,Total Car,780,183,963
TAMIL NADU,2003,Truck/Lorry (Government),11,1,12
TAMIL NADU,2003,Truck/Lorry (Private),2444,416,2860
TAMIL NADU,2003,Bus (Government),1007,250,1257
TAMIL NADU,2003,Bus (Private),623,167,790
TAMIL NADU,2003,Tempo/Vans (Government),14,3,17
TAMIL NADU,2003,Tempo/Vans (Private),719,171,890
TAMIL NADU,2003,Jeep (Government),5,2,7
TAMIL NADU,2003,Jeep (Private),136,26,162
TAMIL NADU,2003,Car (Government),5,1,6
TAMIL NADU,2003,Car (Private),769,181,950
TAMIL NADU,2003,Three Wheeler,274,43,317
TAMIL NADU,2003,Two Wheeler,1046,172,1218
TAMIL NADU,2003,Bicycle,78,16,94
TAMIL NADU,2003,Pedestrian,409,75,484
TAMIL NADU,2003,Others (Please Specify),152,59,211
TAMIL NADU,2003,Total Deaths (Persons),7692,1583,9275
TAMIL NADU,2003,Total Truck/Lorry,2455,417,2872
TAMIL NADU,2003,Total Bus,1630,417,2047
TAMIL NADU,2003,Total Tempo/Vans,733,174,907
TAMIL NADU,2003,Total Jeep,141,28,169
TAMIL NADU,2003,Total Car,774,182,956
TAMIL NADU,2004,Truck/Lorry (Government),5,2,7
TAMIL NADU,2004,Truck/Lorry (Private),2424,297,2721
TAMIL NADU,2004,Bus (Government),1007,191,1198
TAMIL NADU,2004,Bus (Private),607,128,735
TAMIL NADU,2004,Tempo/Vans (Government),9,1,10
TAMIL NADU,2004,Tempo/Vans (Private),759,210,969
TAMIL NADU,2004,Jeep (Government),10,0,10
TAMIL NADU,2004,Jeep (Private),85,17,102
TAMIL NADU,2004,Car (Government),14,7,21
TAMIL NADU,2004,Car (Private),867,172,1039
TAMIL NADU,2004,Three Wheeler,303,57,360
TAMIL NADU,2004,Two Wheeler,1213,211,1424
TAMIL NADU,2004,Bicycle,148,15,163
TAMIL NADU,2004,Pedestrian,262,104,366
TAMIL NADU,2004,Others (Please Specify),318,64,382
TAMIL NADU,2004,Total Deaths (Persons),8031,1476,9507
TAMIL NADU,2004,Total Truck/Lorry,2429,299,2728
TAMIL NADU,2004,Total Bus,1614,319,1933
TAMIL NADU,2004,Total Tempo/Vans,768,211,979
TAMIL NADU,2004,Total Jeep,95,17,112
TAMIL NADU,2004,Total Car,881,179,1060
TAMIL NADU,2005,Truck/Lorry (Government),2,2,4
TAMIL NADU,2005,Truck/Lorry (Private),2823,292,3115
TAMIL NADU,2005,Bus (Government),1483,299,1782
TAMIL NADU,2005,Bus (Private),948,278,1226
TAMIL NADU,2005,Tempo/Vans (Government),31,22,53
TAMIL NADU,2005,Tempo/Vans (Private),1287,214,1501
TAMIL NADU,2005,Jeep (Government),22,4,26
TAMIL NADU,2005,Jeep (Private),68,7,75
TAMIL NADU,2005,Car (Government),7,4,11
TAMIL NADU,2005,Car (Private),1389,275,1664
TAMIL NADU,2005,Three Wheeler,476,70,546
TAMIL NADU,2005,Two Wheeler,1945,383,2328
TAMIL NADU,2005,Bicycle,334,12,346
TAMIL NADU,2005,Pedestrian,735,174,909
TAMIL NADU,2005,Others (Please Specify),317,58,375
TAMIL NADU,2005,Total Deaths (Persons),11867,2094,13961
TAMIL NADU,2005,Total Truck/Lorry,2825,294,3119
TAMIL NADU,2005,Total Bus,2431,577,3008
TAMIL NADU,2005,Total Tempo/Vans,1318,236,1554
TAMIL NADU,2005,Total Jeep,90,11,101
TAMIL NADU,2005,Total Car,1396,279,1675
TAMIL NADU,2006,Truck/Lorry (Government),29,5,34
TAMIL NADU,2006,Truck/Lorry (Private),2387,183,2570
TAMIL NADU,2006,Bus (Government),1158,252,1410
TAMIL NADU,2006,Bus (Private),851,77,928
TAMIL NADU,2006,Tempo/Vans (Government),21,0,21
TAMIL NADU,2006,Tempo/Vans (Private),160,145,305
TAMIL NADU,2006,Jeep (Government),4,0,4
TAMIL NADU,2006,Jeep (Private),162,12,174
TAMIL NADU,2006,Car (Government),11,1,12
TAMIL NADU,2006,Car (Private),1859,239,2098
TAMIL NADU,2006,Three Wheeler,457,97,554
TAMIL NADU,2006,Two Wheeler,1909,263,2172
TAMIL NADU,2006,Bicycle,326,22,348
TAMIL NADU,2006,Pedestrian,290,89,379
TAMIL NADU,2006,Others (Please Specify),0,0,0
TAMIL NADU,2006,Total Deaths (Persons),9624,1385,11009
TAMIL NADU,2006,Total Truck/Lorry,2416,188,2604
TAMIL NADU,2006,Total Bus,2009,329,2338
TAMIL NADU,2006,Total Tempo/Vans,181,145,326
TAMIL NADU,2006,Total Jeep,166,12,178
TAMIL NADU,2006,Total Car,1870,240,2110
TAMIL NADU,2007,Truck/Lorry (Government),30,8,38
TAMIL NADU,2007,Truck/Lorry (Private),2480,276,2756
TAMIL NADU,2007,Bus (Government),807,255,1062
TAMIL NADU,2007,Bus (Private),1326,173,1499
TAMIL NADU,2007,Tempo/Vans (Government),22,0,22
TAMIL NADU,2007,Tempo/Vans (Private),167,219,386
TAMIL NADU,2007,Jeep (Government),4,0,4
TAMIL NADU,2007,Jeep (Private),168,18,186
TAMIL NADU,2007,Car (Government),11,2,13
TAMIL NADU,2007,Car (Private),1994,269,2263
TAMIL NADU,2007,Three Wheeler,475,146,621
TAMIL NADU,2007,Two Wheeler,1982,398,2380
TAMIL NADU,2007,Bicycle,340,32,372
TAMIL NADU,2007,Pedestrian,304,130,434
TAMIL NADU,2007,Others (Please Specify),0,0,0
TAMIL NADU,2007,Total Deaths (Persons),10110,1926,12036
TAMIL NADU,2007,Total Truck/Lorry,2510,284,2794
TAMIL NADU,2007,Total Bus,2133,428,2561
TAMIL NADU,2007,Total Tempo/Vans,189,219,408
TAMIL NADU,2007,Total Jeep,172,18,190
TAMIL NADU,2007,Total Car,2005,271,2276
TAMIL NADU,2008,Truck/Lorry (Government),24,8,32
TAMIL NADU,2008,Truck/Lorry (Private),2596,297,2893
TAMIL NADU,2008,Bus (Government),1027,507,1534
TAMIL NADU,2008,Bus (Private),779,163,942
TAMIL NADU,2008,Tempo/Vans (Government),22,0,22
TAMIL NADU,2008,Tempo/Vans (Private),195,217,412
TAMIL NADU,2008,Jeep (Government),17,0,17
TAMIL NADU,2008,Jeep (Private),185,27,212
TAMIL NADU,2008,Car (Government),13,4,17
TAMIL NADU,2008,Car (Private),1764,273,2037
TAMIL NADU,2008,Three Wheeler,415,123,538
TAMIL NADU,2008,Two Wheeler,2045,610,2655
TAMIL NADU,2008,Bicycle,496,315,811
TAMIL NADU,2008,Pedestrian,426,236,662
TAMIL NADU,2008,Others (Please Specify),0,0,0
TAMIL NADU,2008,Total Deaths (Persons),10004,2780,12784
TAMIL NADU,2008,Total Truck/Lorry,2620,305,2925
TAMIL NADU,2008,Total Bus,1806,670,2476
TAMIL NADU,2008,Total Tempo/Vans,217,217,434
TAMIL NADU,2008,Total Jeep,202,27,229
TAMIL NADU,2008,Total Car,1777,277,2054
TAMIL NADU,2009,Truck/Lorry (Government),120,14,134
TAMIL NADU,2009,Truck/Lorry (Private),2557,351,2908
TAMIL NADU,2009,Bus (Government),1223,316,1539
TAMIL NADU,2009,Bus (Private),786,201,987
TAMIL NADU,2009,Tempo/Vans (Government),18,2,20
TAMIL NADU,2009,Tempo/Vans (Private),649,113,762
TAMIL NADU,2009,Jeep (Government),23,3,26
TAMIL NADU,2009,Jeep (Private),164,19,183
TAMIL NADU,2009,Car (Government),178,16,194
TAMIL NADU,2009,Car (Private),2228,344,2572
TAMIL NADU,2009,Three Wheeler,391,107,498
TAMIL NADU,2009,Two Wheeler,2917,334,3251
TAMIL NADU,2009,Bicycle,307,44,351
TAMIL NADU,2009,Pedestrian,130,48,178
TAMIL NADU,2009,Others (Please Specify),91,52,143
TAMIL NADU,2009,Total Deaths (Persons),11782,1964,13746
TAMIL NADU,2009,Total Truck/Lorry,2677,365,3042
TAMIL NADU,2009,Total Bus,2009,517,2526
TAMIL NADU,2009,Total Tempo/Vans,667,115,782
TAMIL NADU,2009,Total Jeep,187,22,209
TAMIL NADU,2009,Total Car,2406,360,2766
TAMIL NADU,2010,Truck/Lorry (Government),41,21,62
TAMIL NADU,2010,Truck/Lorry (Private),2546,497,3043
TAMIL NADU,2010,Bus (Government),1171,379,1550
TAMIL NADU,2010,Bus (Private),845,158,1003
TAMIL NADU,2010,Tempo/Vans (Government),17,2,19
TAMIL NADU,2010,Tempo/Vans (Private),1205,272,1477
TAMIL NADU,2010,Jeep (Government),10,0,10
TAMIL NADU,2010,Jeep (Private),166,21,187
TAMIL NADU,2010,Car (Government),48,8,56
